OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
258428;1;"{""coordinates"": [-0.3735384851212034, 39.48897308502122], ""type"": ""Point""}";39.48897308502122, -0.3735384851212034
258432;1;"{""coordinates"": [-0.3561665031933285, 39.474905842634406], ""type"": ""Point""}";39.474905842634406, -0.3561665031933285
258435;1;"{""coordinates"": [-0.3642724196586249, 39.483454036005156], ""type"": ""Point""}";39.483454036005156, -0.3642724196586249
258441;1;"{""coordinates"": [-0.4094488752051997, 39.46365324575822], ""type"": ""Point""}";39.46365324575822, -0.4094488752051997
258445;1;"{""coordinates"": [-0.3919713373937286, 39.46337568899005], ""type"": ""Point""}";39.46337568899005, -0.3919713373937286
258447;1;"{""coordinates"": [-0.40127076211199647, 39.458969999540166], ""type"": ""Point""}";39.458969999540166, -0.40127076211199647
258452;1;"{""coordinates"": [-0.4028413099696483, 39.46176295765832], ""type"": ""Point""}";39.46176295765832, -0.4028413099696483
258455;1;"{""coordinates"": [-0.3869263277375349, 39.45261001209186], ""type"": ""Point""}";39.45261001209186, -0.3869263277375349
258456;1;"{""coordinates"": [-0.38981805016726856, 39.45281014968109], ""type"": ""Point""}";39.45281014968109, -0.38981805016726856
258461;1;"{""coordinates"": [-0.34618832143072215, 39.45191713523559], ""type"": ""Point""}";39.45191713523559, -0.34618832143072215
258462;1;"{""coordinates"": [-0.35884399534968864, 39.45840500111468], ""type"": ""Point""}";39.45840500111468, -0.35884399534968864
258463;1;"{""coordinates"": [-0.3682460692699627, 39.4440512964905], ""type"": ""Point""}";39.4440512964905, -0.3682460692699627
258465;1;"{""coordinates"": [-0.3587488806623942, 39.45698729767992], ""type"": ""Point""}";39.45698729767992, -0.3587488806623942
258467;1;"{""coordinates"": [-0.36936950626295406, 39.45023776747596], ""type"": ""Point""}";39.45023776747596, -0.36936950626295406
258470;1;"{""coordinates"": [-0.4182264574807078, 39.50131009133741], ""type"": ""Point""}";39.50131009133741, -0.4182264574807078
258474;1;"{""coordinates"": [-0.3797041572887931, 39.44875691125181], ""type"": ""Point""}";39.44875691125181, -0.3797041572887931
258475;1;"{""coordinates"": [-0.36684414884073513, 39.460104345322925], ""type"": ""Point""}";39.460104345322925, -0.36684414884073513
258478;1;"{""coordinates"": [-0.3408411022805573, 39.46677070096985], ""type"": ""Point""}";39.46677070096985, -0.3408411022805573
258481;2;"{""coordinates"": [-0.3608412190156884, 39.49492644912002], ""type"": ""Point""}";39.49492644912002, -0.3608412190156884
258482;2;"{""coordinates"": [-0.3616755953880974, 39.494472204706796], ""type"": ""Point""}";39.494472204706796, -0.3616755953880974
258485;1;"{""coordinates"": [-0.372327936508921, 39.487681064823796], ""type"": ""Point""}";39.487681064823796, -0.372327936508921
258488;1;"{""coordinates"": [-0.3715389555810139, 39.48710787461294], ""type"": ""Point""}";39.48710787461294, -0.3715389555810139
258489;1;"{""coordinates"": [-0.3636315629377239, 39.49266464591492], ""type"": ""Point""}";39.49266464591492, -0.3636315629377239
258492;1;"{""coordinates"": [-0.3674830116473047, 39.495359004647305], ""type"": ""Point""}";39.495359004647305, -0.3674830116473047
258496;1;"{""coordinates"": [-0.3675587502695074, 39.493546366312486], ""type"": ""Point""}";39.493546366312486, -0.3675587502695074
258497;2;"{""coordinates"": [-0.3663485289727653, 39.49396838812635], ""type"": ""Point""}";39.49396838812635, -0.3663485289727653
258499;1;"{""coordinates"": [-0.3722299419002583, 39.491174998434246], ""type"": ""Point""}";39.491174998434246, -0.3722299419002583
258502;1;"{""coordinates"": [-0.37440978365617483, 39.48665939598981], ""type"": ""Point""}";39.48665939598981, -0.37440978365617483
258508;1;"{""coordinates"": [-0.37013286831661757, 39.49452035204299], ""type"": ""Point""}";39.49452035204299, -0.37013286831661757
258511;2;"{""coordinates"": [-0.3726831997465881, 39.49530941516174], ""type"": ""Point""}";39.49530941516174, -0.3726831997465881
258514;2;"{""coordinates"": [-0.37411308936992527, 39.494578165193765], ""type"": ""Point""}";39.494578165193765, -0.37411308936992527
258515;1;"{""coordinates"": [-0.3745928684123481, 39.49520879197536], ""type"": ""Point""}";39.49520879197536, -0.3745928684123481
258516;1;"{""coordinates"": [-0.37457184804665705, 39.49602421370025], ""type"": ""Point""}";39.49602421370025, -0.37457184804665705
258517;1;"{""coordinates"": [-0.37498767571784625, 39.49468903280472], ""type"": ""Point""}";39.49468903280472, -0.37498767571784625
258518;2;"{""coordinates"": [-0.37521289646593664, 39.498385902993604], ""type"": ""Point""}";39.498385902993604, -0.37521289646593664
258519;1;"{""coordinates"": [-0.3752733843106636, 39.4974655469897], ""type"": ""Point""}";39.4974655469897, -0.3752733843106636
258523;1;"{""coordinates"": [-0.37797059793193777, 39.4975106803387], ""type"": ""Point""}";39.4975106803387, -0.37797059793193777
258525;1;"{""coordinates"": [-0.3765095971399814, 39.49690335634225], ""type"": ""Point""}";39.49690335634225, -0.3765095971399814
258527;1;"{""coordinates"": [-0.3757709804703241, 39.49576370707416], ""type"": ""Point""}";39.49576370707416, -0.3757709804703241
258528;1;"{""coordinates"": [-0.37723476041161647, 39.494476315830696], ""type"": ""Point""}";39.494476315830696, -0.37723476041161647
258530;1;"{""coordinates"": [-0.37926824566962947, 39.49420949566586], ""type"": ""Point""}";39.49420949566586, -0.37926824566962947
258532;1;"{""coordinates"": [-0.3801406273745576, 39.4937105159184], ""type"": ""Point""}";39.4937105159184, -0.3801406273745576
258535;1;"{""coordinates"": [-0.3745433898344863, 39.4931698191872], ""type"": ""Point""}";39.4931698191872, -0.3745433898344863
258537;1;"{""coordinates"": [-0.37888731644645307, 39.49220143311566], ""type"": ""Point""}";39.49220143311566, -0.37888731644645307
258544;1;"{""coordinates"": [-0.37634315878813895, 39.49130800006716], ""type"": ""Point""}";39.49130800006716, -0.37634315878813895
258547;1;"{""coordinates"": [-0.37840871091896416, 39.49084480597229], ""type"": ""Point""}";39.49084480597229, -0.37840871091896416
258550;1;"{""coordinates"": [-0.37631730647806444, 39.48995445189636], ""type"": ""Point""}";39.48995445189636, -0.37631730647806444
258558;1;"{""coordinates"": [-0.37981950443318807, 39.48801111542759], ""type"": ""Point""}";39.48801111542759, -0.37981950443318807
258563;1;"{""coordinates"": [-0.3779020500909791, 39.48799394258807], ""type"": ""Point""}";39.48799394258807, -0.3779020500909791
258566;1;"{""coordinates"": [-0.3791127571483171, 39.487507324120756], ""type"": ""Point""}";39.487507324120756, -0.3791127571483171
258568;1;"{""coordinates"": [-0.37466634103184265, 39.48272664554628], ""type"": ""Point""}";39.48272664554628, -0.37466634103184265
258569;1;"{""coordinates"": [-0.3790490492582397, 39.485434903515674], ""type"": ""Point""}";39.485434903515674, -0.3790490492582397
258570;1;"{""coordinates"": [-0.3833785081131414, 39.485996798411335], ""type"": ""Point""}";39.485996798411335, -0.3833785081131414
258571;1;"{""coordinates"": [-0.3835398138772261, 39.48641641141535], ""type"": ""Point""}";39.48641641141535, -0.3835398138772261
258573;1;"{""coordinates"": [-0.3852288574079771, 39.487689275156846], ""type"": ""Point""}";39.487689275156846, -0.3852288574079771
258577;2;"{""coordinates"": [-0.38435039065197746, 39.489161079632396], ""type"": ""Point""}";39.489161079632396, -0.38435039065197746
258578;1;"{""coordinates"": [-0.38635218714771735, 39.48745054510818], ""type"": ""Point""}";39.48745054510818, -0.38635218714771735
258583;1;"{""coordinates"": [-0.39595736669317705, 39.495749548191505], ""type"": ""Point""}";39.495749548191505, -0.39595736669317705
258585;1;"{""coordinates"": [-0.39555487815105533, 39.494876899198644], ""type"": ""Point""}";39.494876899198644, -0.39555487815105533
258591;1;"{""coordinates"": [-0.38947254512755963, 39.491806135480935], ""type"": ""Point""}";39.491806135480935, -0.38947254512755963
258598;2;"{""coordinates"": [-0.3903246152818329, 39.49357466531557], ""type"": ""Point""}";39.49357466531557, -0.3903246152818329
258603;1;"{""coordinates"": [-0.384999542007177, 39.49250049035247], ""type"": ""Point""}";39.49250049035247, -0.384999542007177
258604;1;"{""coordinates"": [-0.38496424583789524, 39.49240548215127], ""type"": ""Point""}";39.49240548215127, -0.38496424583789524
258611;1;"{""coordinates"": [-0.39313238451438315, 39.496191126420946], ""type"": ""Point""}";39.496191126420946, -0.39313238451438315
258612;2;"{""coordinates"": [-0.39264318866360814, 39.49679959407933], ""type"": ""Point""}";39.49679959407933, -0.39264318866360814
258614;1;"{""coordinates"": [-0.3881199933732927, 39.494876834255614], ""type"": ""Point""}";39.494876834255614, -0.3881199933732927
258616;2;"{""coordinates"": [-0.38706651084505495, 39.49451437311875], ""type"": ""Point""}";39.49451437311875, -0.38706651084505495
258617;1;"{""coordinates"": [-0.382460171571711, 39.491655206989314], ""type"": ""Point""}";39.491655206989314, -0.382460171571711
258622;1;"{""coordinates"": [-0.3928836992954195, 39.47177337452492], ""type"": ""Point""}";39.47177337452492, -0.3928836992954195
258626;1;"{""coordinates"": [-0.3996779539931679, 39.482825381701765], ""type"": ""Point""}";39.482825381701765, -0.3996779539931679
258628;1;"{""coordinates"": [-0.39374105192376174, 39.47444919778372], ""type"": ""Point""}";39.47444919778372, -0.39374105192376174
258631;1;"{""coordinates"": [-0.39645294914910245, 39.47741330367666], ""type"": ""Point""}";39.47741330367666, -0.39645294914910245
258632;1;"{""coordinates"": [-0.3949284426609881, 39.4788954563475], ""type"": ""Point""}";39.4788954563475, -0.3949284426609881
258633;1;"{""coordinates"": [-0.39157091446655684, 39.4791393214279], ""type"": ""Point""}";39.4791393214279, -0.39157091446655684
258634;1;"{""coordinates"": [-0.3939039415222683, 39.48197782123376], ""type"": ""Point""}";39.48197782123376, -0.3939039415222683
258636;1;"{""coordinates"": [-0.38835848076643864, 39.469968983152945], ""type"": ""Point""}";39.469968983152945, -0.38835848076643864
258642;1;"{""coordinates"": [-0.3818147069598287, 39.49814869349778], ""type"": ""Point""}";39.49814869349778, -0.3818147069598287
258644;1;"{""coordinates"": [-0.3946921361519718, 39.49948343606254], ""type"": ""Point""}";39.49948343606254, -0.3946921361519718
258647;1;"{""coordinates"": [-0.385510661229271, 39.52735456491302], ""type"": ""Point""}";39.52735456491302, -0.385510661229271
258650;1;"{""coordinates"": [-0.38709920297363076, 39.52928937568139], ""type"": ""Point""}";39.52928937568139, -0.38709920297363076
258657;1;"{""coordinates"": [-0.3835227642358398, 39.48412084939422], ""type"": ""Point""}";39.48412084939422, -0.3835227642358398
258661;1;"{""coordinates"": [-0.3982488196153179, 39.461174634792656], ""type"": ""Point""}";39.461174634792656, -0.3982488196153179
258667;2;"{""coordinates"": [-0.40036739202683796, 39.46152819041468], ""type"": ""Point""}";39.46152819041468, -0.40036739202683796
258668;1;"{""coordinates"": [-0.4010404790828351, 39.46224428533749], ""type"": ""Point""}";39.46224428533749, -0.4010404790828351
258671;1;"{""coordinates"": [-0.4031697436830797, 39.463572930315266], ""type"": ""Point""}";39.463572930315266, -0.4031697436830797
258674;1;"{""coordinates"": [-0.40991202182316067, 39.46404223761649], ""type"": ""Point""}";39.46404223761649, -0.40991202182316067
258676;1;"{""coordinates"": [-0.410714674073734, 39.47044932458035], ""type"": ""Point""}";39.47044932458035, -0.410714674073734
258678;1;"{""coordinates"": [-0.41348654366580245, 39.47020599253741], ""type"": ""Point""}";39.47020599253741, -0.41348654366580245
258679;1;"{""coordinates"": [-0.40937371768245173, 39.46433666650803], ""type"": ""Point""}";39.46433666650803, -0.40937371768245173
258680;1;"{""coordinates"": [-0.4099777056947884, 39.4643557410395], ""type"": ""Point""}";39.4643557410395, -0.4099777056947884
258681;1;"{""coordinates"": [-0.40894161486766833, 39.471357383354814], ""type"": ""Point""}";39.471357383354814, -0.40894161486766833
258688;1;"{""coordinates"": [-0.40050297475390906, 39.46388498975119], ""type"": ""Point""}";39.46388498975119, -0.40050297475390906
258693;1;"{""coordinates"": [-0.4085642436263515, 39.46699695894207], ""type"": ""Point""}";39.46699695894207, -0.4085642436263515
258694;1;"{""coordinates"": [-0.40426003970512703, 39.46859060860712], ""type"": ""Point""}";39.46859060860712, -0.40426003970512703
258697;2;"{""coordinates"": [-0.40482209877983744, 39.47059934852608], ""type"": ""Point""}";39.47059934852608, -0.40482209877983744
258703;1;"{""coordinates"": [-0.403542285739236, 39.4675779540686], ""type"": ""Point""}";39.4675779540686, -0.403542285739236
258706;1;"{""coordinates"": [-0.3995719703517498, 39.46317258031526], ""type"": ""Point""}";39.46317258031526, -0.3995719703517498
258707;1;"{""coordinates"": [-0.39793245554934664, 39.47088977584577], ""type"": ""Point""}";39.47088977584577, -0.39793245554934664
258709;1;"{""coordinates"": [-0.39933433413324115, 39.47100693851369], ""type"": ""Point""}";39.47100693851369, -0.39933433413324115
258710;1;"{""coordinates"": [-0.40175305394017763, 39.47147756432788], ""type"": ""Point""}";39.47147756432788, -0.40175305394017763
258714;1;"{""coordinates"": [-0.3979158086672353, 39.46410628524403], ""type"": ""Point""}";39.46410628524403, -0.3979158086672353
258715;1;"{""coordinates"": [-0.3954501872361243, 39.46440078601985], ""type"": ""Point""}";39.46440078601985, -0.3954501872361243
258722;1;"{""coordinates"": [-0.3925169856268153, 39.4712585991356], ""type"": ""Point""}";39.4712585991356, -0.3925169856268153
258726;1;"{""coordinates"": [-0.3971771943410643, 39.46917690593594], ""type"": ""Point""}";39.46917690593594, -0.3971771943410643
258728;1;"{""coordinates"": [-0.39924258243967947, 39.472139330787975], ""type"": ""Point""}";39.472139330787975, -0.39924258243967947
258729;1;"{""coordinates"": [-0.3972170364906614, 39.471251711145065], ""type"": ""Point""}";39.471251711145065, -0.3972170364906614
258730;1;"{""coordinates"": [-0.39733190466870894, 39.47095544303194], ""type"": ""Point""}";39.47095544303194, -0.39733190466870894
258738;1;"{""coordinates"": [-0.39838541936234856, 39.477266785721355], ""type"": ""Point""}";39.477266785721355, -0.39838541936234856
258746;1;"{""coordinates"": [-0.35108290722412366, 39.46508619485693], ""type"": ""Point""}";39.46508619485693, -0.35108290722412366
258748;1;"{""coordinates"": [-0.3396468306389968, 39.46195712507616], ""type"": ""Point""}";39.46195712507616, -0.3396468306389968
258751;1;"{""coordinates"": [-0.34653642249883493, 39.464181857604224], ""type"": ""Point""}";39.464181857604224, -0.34653642249883493
258753;1;"{""coordinates"": [-0.33693193779319214, 39.464782258564966], ""type"": ""Point""}";39.464782258564966, -0.33693193779319214
258755;1;"{""coordinates"": [-0.3394807501834574, 39.464588933206244], ""type"": ""Point""}";39.464588933206244, -0.3394807501834574
258756;1;"{""coordinates"": [-0.3391431519956312, 39.4651046934799], ""type"": ""Point""}";39.4651046934799, -0.3391431519956312
258757;1;"{""coordinates"": [-0.3394800410544003, 39.46520567415682], ""type"": ""Point""}";39.46520567415682, -0.3394800410544003
258761;1;"{""coordinates"": [-0.34336518543204, 39.46459073569773], ""type"": ""Point""}";39.46459073569773, -0.34336518543204
258762;2;"{""coordinates"": [-0.34191793089871564, 39.46487331828549], ""type"": ""Point""}";39.46487331828549, -0.34191793089871564
258764;1;"{""coordinates"": [-0.3838982629258304, 39.490949783996115], ""type"": ""Point""}";39.490949783996115, -0.3838982629258304
258767;3;"{""coordinates"": [-0.359094879483895, 39.47367963561788], ""type"": ""Point""}";39.47367963561788, -0.359094879483895
258768;2;"{""coordinates"": [-0.360522136830028, 39.473467014848225], ""type"": ""Point""}";39.473467014848225, -0.360522136830028
