OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
257553;3;"{""coordinates"": [-0.3890834775985781, 39.48644301841303], ""type"": ""Point""}";39.48644301841303, -0.3890834775985781
257554;1;"{""coordinates"": [-0.3901158879771821, 39.486267207057224], ""type"": ""Point""}";39.486267207057224, -0.3901158879771821
257556;3;"{""coordinates"": [-0.39377991686652164, 39.483180976471715], ""type"": ""Point""}";39.483180976471715, -0.39377991686652164
257558;1;"{""coordinates"": [-0.39546927498880236, 39.483048172817455], ""type"": ""Point""}";39.483048172817455, -0.39546927498880236
257567;1;"{""coordinates"": [-0.3907704741728006, 39.45259569283751], ""type"": ""Point""}";39.45259569283751, -0.3907704741728006
257568;2;"{""coordinates"": [-0.3899741794443039, 39.4526597399213], ""type"": ""Point""}";39.4526597399213, -0.3899741794443039
257570;1;"{""coordinates"": [-0.3909400985146926, 39.45389897161604], ""type"": ""Point""}";39.45389897161604, -0.3909400985146926
257571;1;"{""coordinates"": [-0.3898241881957485, 39.453697946243615], ""type"": ""Point""}";39.453697946243615, -0.3898241881957485
257580;1;"{""coordinates"": [-0.3900032363288113, 39.45562746159072], ""type"": ""Point""}";39.45562746159072, -0.3900032363288113
257585;1;"{""coordinates"": [-0.38787015975066386, 39.456158321397396], ""type"": ""Point""}";39.456158321397396, -0.38787015975066386
257586;1;"{""coordinates"": [-0.3905762532165657, 39.45676633345865], ""type"": ""Point""}";39.45676633345865, -0.3905762532165657
257588;1;"{""coordinates"": [-0.38018647156446966, 39.45307602972874], ""type"": ""Point""}";39.45307602972874, -0.38018647156446966
257591;1;"{""coordinates"": [-0.395680406683625, 39.484310633502815], ""type"": ""Point""}";39.484310633502815, -0.395680406683625
257597;1;"{""coordinates"": [-0.3987984257355801, 39.48593100641331], ""type"": ""Point""}";39.48593100641331, -0.3987984257355801
257599;1;"{""coordinates"": [-0.40170248120190427, 39.48467759302181], ""type"": ""Point""}";39.48467759302181, -0.40170248120190427
257600;2;"{""coordinates"": [-0.40421051529842816, 39.48996904689911], ""type"": ""Point""}";39.48996904689911, -0.40421051529842816
257601;1;"{""coordinates"": [-0.4012320679620914, 39.48901916712422], ""type"": ""Point""}";39.48901916712422, -0.4012320679620914
257605;1;"{""coordinates"": [-0.4031814925137169, 39.491819832707954], ""type"": ""Point""}";39.491819832707954, -0.4031814925137169
257606;1;"{""coordinates"": [-0.3949182521552087, 39.49034185190597], ""type"": ""Point""}";39.49034185190597, -0.3949182521552087
257619;1;"{""coordinates"": [-0.3769219210413419, 39.45593176793522], ""type"": ""Point""}";39.45593176793522, -0.3769219210413419
257621;1;"{""coordinates"": [-0.38488172765764167, 39.45721786017783], ""type"": ""Point""}";39.45721786017783, -0.38488172765764167
257622;1;"{""coordinates"": [-0.38615203311327756, 39.45965828825131], ""type"": ""Point""}";39.45965828825131, -0.38615203311327756
257623;2;"{""coordinates"": [-0.3856565536067235, 39.461386837239466], ""type"": ""Point""}";39.461386837239466, -0.3856565536067235
257624;1;"{""coordinates"": [-0.3851827943037683, 39.46158210264081], ""type"": ""Point""}";39.46158210264081, -0.3851827943037683
257625;2;"{""coordinates"": [-0.3819436610908181, 39.461992259336256], ""type"": ""Point""}";39.461992259336256, -0.3819436610908181
257627;3;"{""coordinates"": [-0.38371426751615567, 39.46233232436356], ""type"": ""Point""}";39.46233232436356, -0.38371426751615567
257629;1;"{""coordinates"": [-0.38440042147206777, 39.46274852625982], ""type"": ""Point""}";39.46274852625982, -0.38440042147206777
257633;1;"{""coordinates"": [-0.38484261070312825, 39.46408571941733], ""type"": ""Point""}";39.46408571941733, -0.38484261070312825
257634;4;"{""coordinates"": [-0.3810159409473167, 39.46434079152743], ""type"": ""Point""}";39.46434079152743, -0.3810159409473167
257636;2;"{""coordinates"": [-0.3890403338634504, 39.45995766649426], ""type"": ""Point""}";39.45995766649426, -0.3890403338634504
257641;1;"{""coordinates"": [-0.41953227964921713, 39.49957692972409], ""type"": ""Point""}";39.49957692972409, -0.41953227964921713
257647;1;"{""coordinates"": [-0.41829062182265364, 39.50272044181141], ""type"": ""Point""}";39.50272044181141, -0.41829062182265364
257652;1;"{""coordinates"": [-0.4252521147016574, 39.50323576605634], ""type"": ""Point""}";39.50323576605634, -0.4252521147016574
257655;1;"{""coordinates"": [-0.42571181267460717, 39.497162263438476], ""type"": ""Point""}";39.497162263438476, -0.42571181267460717
257656;1;"{""coordinates"": [-0.42500925817346236, 39.502396428235166], ""type"": ""Point""}";39.502396428235166, -0.42500925817346236
257657;1;"{""coordinates"": [-0.4256113269415047, 39.50230017740666], ""type"": ""Point""}";39.50230017740666, -0.4256113269415047
257658;1;"{""coordinates"": [-0.42520288193818767, 39.49940437445118], ""type"": ""Point""}";39.49940437445118, -0.42520288193818767
257661;1;"{""coordinates"": [-0.3292151625769926, 39.46534737163639], ""type"": ""Point""}";39.46534737163639, -0.3292151625769926
257662;1;"{""coordinates"": [-0.3854412117749433, 39.49058059486729], ""type"": ""Point""}";39.49058059486729, -0.3854412117749433
257663;1;"{""coordinates"": [-0.4143370515131352, 39.50259168010079], ""type"": ""Point""}";39.50259168010079, -0.4143370515131352
257667;1;"{""coordinates"": [-0.40100629277309213, 39.46339293177816], ""type"": ""Point""}";39.46339293177816, -0.40100629277309213
257671;1;"{""coordinates"": [-0.3293525407459623, 39.4674867433008], ""type"": ""Point""}";39.4674867433008, -0.3293525407459623
257673;1;"{""coordinates"": [-0.39457070031959207, 39.49118930056296], ""type"": ""Point""}";39.49118930056296, -0.39457070031959207
257678;3;"{""coordinates"": [-0.40016485189892737, 39.47151379093678], ""type"": ""Point""}";39.47151379093678, -0.40016485189892737
257684;1;"{""coordinates"": [-0.4015617629153697, 39.46987247197842], ""type"": ""Point""}";39.46987247197842, -0.4015617629153697
257687;1;"{""coordinates"": [-0.3615647103496428, 39.48467583909475], ""type"": ""Point""}";39.48467583909475, -0.3615647103496428
257688;1;"{""coordinates"": [-0.3443362547298501, 39.45719424028394], ""type"": ""Point""}";39.45719424028394, -0.3443362547298501
257689;1;"{""coordinates"": [-0.3904217579887477, 39.4470170211011], ""type"": ""Point""}";39.4470170211011, -0.3904217579887477
257691;1;"{""coordinates"": [-0.38543205228267546, 39.45724178209511], ""type"": ""Point""}";39.45724178209511, -0.38543205228267546
257696;1;"{""coordinates"": [-0.4179173249708826, 39.502120843978155], ""type"": ""Point""}";39.502120843978155, -0.4179173249708826
257701;1;"{""coordinates"": [-0.34171096362929504, 39.455384728161], ""type"": ""Point""}";39.455384728161, -0.34171096362929504
257704;1;"{""coordinates"": [-0.37286524852612585, 39.45015982178961], ""type"": ""Point""}";39.45015982178961, -0.37286524852612585
257708;1;"{""coordinates"": [-0.37845810335754504, 39.45381589741067], ""type"": ""Point""}";39.45381589741067, -0.37845810335754504
257717;1;"{""coordinates"": [-0.3753798446798125, 39.490050241237], ""type"": ""Point""}";39.490050241237, -0.3753798446798125
257718;1;"{""coordinates"": [-0.4165746144158314, 39.50169177137268], ""type"": ""Point""}";39.50169177137268, -0.4165746144158314
257721;1;"{""coordinates"": [-0.37744804881562743, 39.49158218876406], ""type"": ""Point""}";39.49158218876406, -0.37744804881562743
257723;2;"{""coordinates"": [-0.37948333774374204, 39.47238803243218], ""type"": ""Point""}";39.47238803243218, -0.37948333774374204
257724;1;"{""coordinates"": [-0.3307851679009682, 39.46248621381824], ""type"": ""Point""}";39.46248621381824, -0.3307851679009682
257728;1;"{""coordinates"": [-0.4083440834551532, 39.46447530192977], ""type"": ""Point""}";39.46447530192977, -0.4083440834551532
257731;1;"{""coordinates"": [-0.38061100809102705, 39.45462539549513], ""type"": ""Point""}";39.45462539549513, -0.38061100809102705
257732;1;"{""coordinates"": [-0.3745835198445562, 39.49633749590992], ""type"": ""Point""}";39.49633749590992, -0.3745835198445562
257745;1;"{""coordinates"": [-0.35813327041825416, 39.48866326181184], ""type"": ""Point""}";39.48866326181184, -0.35813327041825416
257747;1;"{""coordinates"": [-0.36015048128271576, 39.48837089277488], ""type"": ""Point""}";39.48837089277488, -0.36015048128271576
257749;1;"{""coordinates"": [-0.3578106431346061, 39.4863978286997], ""type"": ""Point""}";39.4863978286997, -0.3578106431346061
257753;1;"{""coordinates"": [-0.3616583717340621, 39.484703100189], ""type"": ""Point""}";39.484703100189, -0.3616583717340621
257756;2;"{""coordinates"": [-0.3607771203184237, 39.4835207956714], ""type"": ""Point""}";39.4835207956714, -0.3607771203184237
257758;1;"{""coordinates"": [-0.36347319162012115, 39.4872263136919], ""type"": ""Point""}";39.4872263136919, -0.36347319162012115
257759;1;"{""coordinates"": [-0.3653473825652426, 39.48794809377765], ""type"": ""Point""}";39.48794809377765, -0.3653473825652426
257761;1;"{""coordinates"": [-0.35811336842062164, 39.45179918543584], ""type"": ""Point""}";39.45179918543584, -0.35811336842062164
257763;1;"{""coordinates"": [-0.3704923738342727, 39.449917121137894], ""type"": ""Point""}";39.449917121137894, -0.3704923738342727
257765;1;"{""coordinates"": [-0.3689427838847384, 39.449517601404864], ""type"": ""Point""}";39.449517601404864, -0.3689427838847384
257767;1;"{""coordinates"": [-0.35962496577026865, 39.45215204160258], ""type"": ""Point""}";39.45215204160258, -0.35962496577026865
257768;1;"{""coordinates"": [-0.35940653382804605, 39.454775439799874], ""type"": ""Point""}";39.454775439799874, -0.35940653382804605
257769;1;"{""coordinates"": [-0.36010308003680946, 39.45495791707907], ""type"": ""Point""}";39.45495791707907, -0.36010308003680946
257770;1;"{""coordinates"": [-0.36010257812074753, 39.45601103353677], ""type"": ""Point""}";39.45601103353677, -0.36010257812074753
257771;1;"{""coordinates"": [-0.3606672535687115, 39.45657538572861], ""type"": ""Point""}";39.45657538572861, -0.3606672535687115
257772;1;"{""coordinates"": [-0.35889877042197, 39.457571194326356], ""type"": ""Point""}";39.457571194326356, -0.35889877042197
257775;5;"{""coordinates"": [-0.3668716289168595, 39.45157393002772], ""type"": ""Point""}";39.45157393002772, -0.3668716289168595
257776;1;"{""coordinates"": [-0.3686368641507341, 39.451042831322965], ""type"": ""Point""}";39.451042831322965, -0.3686368641507341
257783;1;"{""coordinates"": [-0.3684370194951055, 39.44282918630948], ""type"": ""Point""}";39.44282918630948, -0.3684370194951055
257786;2;"{""coordinates"": [-0.34661333847947917, 39.479995390293034], ""type"": ""Point""}";39.479995390293034, -0.34661333847947917
257788;1;"{""coordinates"": [-0.3353940723984725, 39.476069966183005], ""type"": ""Point""}";39.476069966183005, -0.3353940723984725
257793;1;"{""coordinates"": [-0.334457573771531, 39.47324497935673], ""type"": ""Point""}";39.47324497935673, -0.334457573771531
257794;1;"{""coordinates"": [-0.3359861205015678, 39.4727808750866], ""type"": ""Point""}";39.4727808750866, -0.3359861205015678
257795;1;"{""coordinates"": [-0.33681148258624555, 39.474015522615915], ""type"": ""Point""}";39.474015522615915, -0.33681148258624555
257800;1;"{""coordinates"": [-0.3461131179698687, 39.47386299204407], ""type"": ""Point""}";39.47386299204407, -0.3461131179698687
257803;1;"{""coordinates"": [-0.3393689900213926, 39.471875154277825], ""type"": ""Point""}";39.471875154277825, -0.3393689900213926
257804;1;"{""coordinates"": [-0.3471879457093519, 39.474760806007566], ""type"": ""Point""}";39.474760806007566, -0.3471879457093519
257805;1;"{""coordinates"": [-0.34838892283157546, 39.47598818215292], ""type"": ""Point""}";39.47598818215292, -0.34838892283157546
257807;1;"{""coordinates"": [-0.35230785750441795, 39.473371939597115], ""type"": ""Point""}";39.473371939597115, -0.35230785750441795
257809;1;"{""coordinates"": [-0.3728870561265211, 39.45617475168146], ""type"": ""Point""}";39.45617475168146, -0.3728870561265211
257811;1;"{""coordinates"": [-0.3701705988882305, 39.45550769026525], ""type"": ""Point""}";39.45550769026525, -0.3701705988882305
257813;1;"{""coordinates"": [-0.367537380367996, 39.45683634240409], ""type"": ""Point""}";39.45683634240409, -0.367537380367996
257814;1;"{""coordinates"": [-0.36642726306484974, 39.45626075469303], ""type"": ""Point""}";39.45626075469303, -0.36642726306484974
257815;1;"{""coordinates"": [-0.36485495320622513, 39.456145594877995], ""type"": ""Point""}";39.456145594877995, -0.36485495320622513
257821;1;"{""coordinates"": [-0.3629502044170207, 39.458432417504156], ""type"": ""Point""}";39.458432417504156, -0.3629502044170207
257823;1;"{""coordinates"": [-0.3625473679300942, 39.4568251974604], ""type"": ""Point""}";39.4568251974604, -0.3625473679300942
257828;1;"{""coordinates"": [-0.37155975676044695, 39.45789129680937], ""type"": ""Point""}";39.45789129680937, -0.37155975676044695
257831;1;"{""coordinates"": [-0.369173477333234, 39.45860940356319], ""type"": ""Point""}";39.45860940356319, -0.369173477333234
257832;1;"{""coordinates"": [-0.3568787271280673, 39.48115666523183], ""type"": ""Point""}";39.48115666523183, -0.3568787271280673
257833;1;"{""coordinates"": [-0.3534087912751541, 39.47937905863433], ""type"": ""Point""}";39.47937905863433, -0.3534087912751541
257837;1;"{""coordinates"": [-0.3594560228154066, 39.4718845927692], ""type"": ""Point""}";39.4718845927692, -0.3594560228154066
257840;1;"{""coordinates"": [-0.35689335038434555, 39.47591544008316], ""type"": ""Point""}";39.47591544008316, -0.35689335038434555
257841;1;"{""coordinates"": [-0.357185068454283, 39.47833860322782], ""type"": ""Point""}";39.47833860322782, -0.357185068454283
257849;1;"{""coordinates"": [-0.36089414599473096, 39.48178651953415], ""type"": ""Point""}";39.48178651953415, -0.36089414599473096
257856;1;"{""coordinates"": [-0.3663440290480749, 39.485903077397], ""type"": ""Point""}";39.485903077397, -0.3663440290480749
257859;1;"{""coordinates"": [-0.3619397781204788, 39.461205886722745], ""type"": ""Point""}";39.461205886722745, -0.3619397781204788
257866;1;"{""coordinates"": [-0.36891687782925875, 39.46652656080264], ""type"": ""Point""}";39.46652656080264, -0.36891687782925875
257867;1;"{""coordinates"": [-0.36818221110908445, 39.46766896941938], ""type"": ""Point""}";39.46766896941938, -0.36818221110908445
257868;1;"{""coordinates"": [-0.37069662755290256, 39.46719110519363], ""type"": ""Point""}";39.46719110519363, -0.37069662755290256
257869;1;"{""coordinates"": [-0.37119513436318763, 39.46790230294844], ""type"": ""Point""}";39.46790230294844, -0.37119513436318763
257871;1;"{""coordinates"": [-0.36737469954518004, 39.468600259463685], ""type"": ""Point""}";39.468600259463685, -0.36737469954518004
257874;1;"{""coordinates"": [-0.36986966617277667, 39.47007584437132], ""type"": ""Point""}";39.47007584437132, -0.36986966617277667
257876;1;"{""coordinates"": [-0.36750584353414756, 39.48521710822984], ""type"": ""Point""}";39.48521710822984, -0.36750584353414756
257880;1;"{""coordinates"": [-0.36414368699824146, 39.48887911946979], ""type"": ""Point""}";39.48887911946979, -0.36414368699824146
257881;1;"{""coordinates"": [-0.3686943896816873, 39.487379430816496], ""type"": ""Point""}";39.487379430816496, -0.3686943896816873
257885;1;"{""coordinates"": [-0.3319385247217011, 39.44630620192602], ""type"": ""Point""}";39.44630620192602, -0.3319385247217011
257889;1;"{""coordinates"": [-0.33306494337073167, 39.44877472643985], ""type"": ""Point""}";39.44877472643985, -0.33306494337073167
257890;1;"{""coordinates"": [-0.33151325594629877, 39.44930513099363], ""type"": ""Point""}";39.44930513099363, -0.33151325594629877
257894;1;"{""coordinates"": [-0.33441626929231866, 39.45045927603295], ""type"": ""Point""}";39.45045927603295, -0.33441626929231866
257895;1;"{""coordinates"": [-0.3328131378895692, 39.4511746296376], ""type"": ""Point""}";39.4511746296376, -0.3328131378895692
257897;1;"{""coordinates"": [-0.333067240682834, 39.45236183334234], ""type"": ""Point""}";39.45236183334234, -0.333067240682834
257899;1;"{""coordinates"": [-0.3699392244613557, 39.470047356295254], ""type"": ""Point""}";39.470047356295254, -0.3699392244613557
257910;2;"{""coordinates"": [-0.34565496725672884, 39.460135459412605], ""type"": ""Point""}";39.460135459412605, -0.34565496725672884
257911;1;"{""coordinates"": [-0.3485500634672023, 39.4617710268582], ""type"": ""Point""}";39.4617710268582, -0.3485500634672023
257912;1;"{""coordinates"": [-0.33736347724565335, 39.45998862598313], ""type"": ""Point""}";39.45998862598313, -0.33736347724565335
257913;1;"{""coordinates"": [-0.3348606929701009, 39.46032494018793], ""type"": ""Point""}";39.46032494018793, -0.3348606929701009
257915;1;"{""coordinates"": [-0.33516399276573877, 39.461912912954666], ""type"": ""Point""}";39.461912912954666, -0.33516399276573877
257918;1;"{""coordinates"": [-0.3463191711040907, 39.46171257659284], ""type"": ""Point""}";39.46171257659284, -0.3463191711040907
257920;1;"{""coordinates"": [-0.34597157674502127, 39.46216404103989], ""type"": ""Point""}";39.46216404103989, -0.34597157674502127
257922;1;"{""coordinates"": [-0.3464062646588274, 39.463325845899135], ""type"": ""Point""}";39.463325845899135, -0.3464062646588274
257924;2;"{""coordinates"": [-0.3235734639872218, 39.4633532021281], ""type"": ""Point""}";39.4633532021281, -0.3235734639872218
257925;3;"{""coordinates"": [-0.32369212727742336, 39.464247673174114], ""type"": ""Point""}";39.464247673174114, -0.32369212727742336
257928;1;"{""coordinates"": [-0.3264731047346307, 39.46661827123408], ""type"": ""Point""}";39.46661827123408, -0.3264731047346307
257929;1;"{""coordinates"": [-0.3273199789513271, 39.46601298655808], ""type"": ""Point""}";39.46601298655808, -0.3273199789513271
257930;1;"{""coordinates"": [-0.3254223792094621, 39.46925732602709], ""type"": ""Point""}";39.46925732602709, -0.3254223792094621
257934;1;"{""coordinates"": [-0.3735826682250616, 39.497611228224244], ""type"": ""Point""}";39.497611228224244, -0.3735826682250616
257940;1;"{""coordinates"": [-0.3629488133339975, 39.473046291299646], ""type"": ""Point""}";39.473046291299646, -0.3629488133339975
257942;1;"{""coordinates"": [-0.3349828245355297, 39.44814929550258], ""type"": ""Point""}";39.44814929550258, -0.3349828245355297
257943;1;"{""coordinates"": [-0.33041840783109055, 39.44857691784121], ""type"": ""Point""}";39.44857691784121, -0.33041840783109055
257944;1;"{""coordinates"": [-0.33518751256480966, 39.447042973541784], ""type"": ""Point""}";39.447042973541784, -0.33518751256480966
257950;1;"{""coordinates"": [-0.3512574622570317, 39.459927642834316], ""type"": ""Point""}";39.459927642834316, -0.3512574622570317
257952;1;"{""coordinates"": [-0.3845657707448776, 39.483109381899986], ""type"": ""Point""}";39.483109381899986, -0.3845657707448776
257954;1;"{""coordinates"": [-0.35585400221953445, 39.48579424653993], ""type"": ""Point""}";39.48579424653993, -0.35585400221953445
257955;1;"{""coordinates"": [-0.3410293656513859, 39.463685609682315], ""type"": ""Point""}";39.463685609682315, -0.3410293656513859
257956;1;"{""coordinates"": [-0.3372873948434924, 39.470619413194605], ""type"": ""Point""}";39.470619413194605, -0.3372873948434924
257958;1;"{""coordinates"": [-0.3835865278024271, 39.47019758303854], ""type"": ""Point""}";39.47019758303854, -0.3835865278024271
257962;1;"{""coordinates"": [-0.4196461015876399, 39.49820218889169], ""type"": ""Point""}";39.49820218889169, -0.4196461015876399
257970;1;"{""coordinates"": [-0.4152487852978988, 39.49742117771103], ""type"": ""Point""}";39.49742117771103, -0.4152487852978988
257973;1;"{""coordinates"": [-0.3323056159426978, 39.44715276752376], ""type"": ""Point""}";39.44715276752376, -0.3323056159426978
257976;1;"{""coordinates"": [-0.37689918488535407, 39.48996476041575], ""type"": ""Point""}";39.48996476041575, -0.37689918488535407
257977;1;"{""coordinates"": [-0.39840391674168435, 39.470392683824485], ""type"": ""Point""}";39.470392683824485, -0.39840391674168435
257978;1;"{""coordinates"": [-0.404918193874484, 39.47037944461379], ""type"": ""Point""}";39.47037944461379, -0.404918193874484
257988;1;"{""coordinates"": [-0.3358979589401958, 39.46021511395275], ""type"": ""Point""}";39.46021511395275, -0.3358979589401958
257990;1;"{""coordinates"": [-0.3971222906254173, 39.47874908053986], ""type"": ""Point""}";39.47874908053986, -0.3971222906254173
257994;1;"{""coordinates"": [-0.3739413541494383, 39.49699985719903], ""type"": ""Point""}";39.49699985719903, -0.3739413541494383
257995;1;"{""coordinates"": [-0.39366732476003563, 39.49670536702658], ""type"": ""Point""}";39.49670536702658, -0.39366732476003563
257996;1;"{""coordinates"": [-0.40555122413236516, 39.468676683297], ""type"": ""Point""}";39.468676683297, -0.40555122413236516
257997;1;"{""coordinates"": [-0.33370507622243195, 39.46278309988757], ""type"": ""Point""}";39.46278309988757, -0.33370507622243195
257999;1;"{""coordinates"": [-0.3482711403187528, 39.46740092459709], ""type"": ""Point""}";39.46740092459709, -0.3482711403187528
258001;1;"{""coordinates"": [-0.3974511774780294, 39.463268113537126], ""type"": ""Point""}";39.463268113537126, -0.3974511774780294
258009;1;"{""coordinates"": [-0.3299538120531806, 39.46378906784035], ""type"": ""Point""}";39.46378906784035, -0.3299538120531806
258010;1;"{""coordinates"": [-0.42024384962489814, 39.50405037526718], ""type"": ""Point""}";39.50405037526718, -0.42024384962489814
258011;1;"{""coordinates"": [-0.3928980880816957, 39.47530727933419], ""type"": ""Point""}";39.47530727933419, -0.3928980880816957
258012;2;"{""coordinates"": [-0.3642142049875729, 39.473791395228154], ""type"": ""Point""}";39.473791395228154, -0.3642142049875729
258013;1;"{""coordinates"": [-0.4053588362617842, 39.54009367504927], ""type"": ""Point""}";39.54009367504927, -0.4053588362617842
258014;1;"{""coordinates"": [-0.3589202461953693, 39.4844989286864], ""type"": ""Point""}";39.4844989286864, -0.3589202461953693
258015;1;"{""coordinates"": [-0.3938914182258391, 39.4898669268663], ""type"": ""Point""}";39.4898669268663, -0.3938914182258391
258018;2;"{""coordinates"": [-0.3889189885181272, 39.46792119878839], ""type"": ""Point""}";39.46792119878839, -0.3889189885181272
258024;5;"{""coordinates"": [-0.3255240507335444, 39.48273523190571], ""type"": ""Point""}";39.48273523190571, -0.3255240507335444
258025;1;"{""coordinates"": [-0.3854509556543427, 39.485156136273], ""type"": ""Point""}";39.485156136273, -0.3854509556543427
258029;1;"{""coordinates"": [-0.35503532741663113, 39.47907444463381], ""type"": ""Point""}";39.47907444463381, -0.35503532741663113
258031;1;"{""coordinates"": [-0.32870972987283303, 39.46874845237622], ""type"": ""Point""}";39.46874845237622, -0.32870972987283303
258035;1;"{""coordinates"": [-0.39020418194692075, 39.48848527272047], ""type"": ""Point""}";39.48848527272047, -0.39020418194692075
258039;1;"{""coordinates"": [-0.39472357483306747, 39.46312326323681], ""type"": ""Point""}";39.46312326323681, -0.39472357483306747
258041;1;"{""coordinates"": [-0.32796951825268333, 39.47858625943087], ""type"": ""Point""}";39.47858625943087, -0.32796951825268333
258043;1;"{""coordinates"": [-0.32666485557716013, 39.47895030193186], ""type"": ""Point""}";39.47895030193186, -0.32666485557716013
258045;1;"{""coordinates"": [-0.39654215016992594, 39.46226749318667], ""type"": ""Point""}";39.46226749318667, -0.39654215016992594
258048;1;"{""coordinates"": [-0.33657793380709927, 39.46244945606482], ""type"": ""Point""}";39.46244945606482, -0.33657793380709927
258049;1;"{""coordinates"": [-0.3266989152154229, 39.477684270620365], ""type"": ""Point""}";39.477684270620365, -0.3266989152154229
258053;1;"{""coordinates"": [-0.32687557085696806, 39.47775627831344], ""type"": ""Point""}";39.47775627831344, -0.32687557085696806
258054;1;"{""coordinates"": [-0.3349306157558552, 39.46426662807873], ""type"": ""Point""}";39.46426662807873, -0.3349306157558552
258056;1;"{""coordinates"": [-0.3745736981693064, 39.43913302923543], ""type"": ""Point""}";39.43913302923543, -0.3745736981693064
258057;1;"{""coordinates"": [-0.39618827948867724, 39.462548631917834], ""type"": ""Point""}";39.462548631917834, -0.39618827948867724
258059;1;"{""coordinates"": [-0.3340776612439998, 39.46415251769199], ""type"": ""Point""}";39.46415251769199, -0.3340776612439998
258060;1;"{""coordinates"": [-0.33192184493967136, 39.46376475608526], ""type"": ""Point""}";39.46376475608526, -0.33192184493967136
258061;1;"{""coordinates"": [-0.3315289625940092, 39.46372196167279], ""type"": ""Point""}";39.46372196167279, -0.3315289625940092
258062;1;"{""coordinates"": [-0.37446016412112626, 39.439986889408196], ""type"": ""Point""}";39.439986889408196, -0.37446016412112626
258067;1;"{""coordinates"": [-0.3956795939773866, 39.480036926229076], ""type"": ""Point""}";39.480036926229076, -0.3956795939773866
258070;1;"{""coordinates"": [-0.3663427914768102, 39.44355890738232], ""type"": ""Point""}";39.44355890738232, -0.3663427914768102
258072;1;"{""coordinates"": [-0.36744527578689257, 39.44327868235674], ""type"": ""Point""}";39.44327868235674, -0.36744527578689257
258073;1;"{""coordinates"": [-0.3676419229561373, 39.44273593145172], ""type"": ""Point""}";39.44273593145172, -0.3676419229561373
258074;1;"{""coordinates"": [-0.3783235503186456, 39.44049061597909], ""type"": ""Point""}";39.44049061597909, -0.3783235503186456
258076;1;"{""coordinates"": [-0.3315159919800734, 39.4636550622112], ""type"": ""Point""}";39.4636550622112, -0.3315159919800734
258077;1;"{""coordinates"": [-0.3801889339947698, 39.44056151216335], ""type"": ""Point""}";39.44056151216335, -0.3801889339947698
258081;1;"{""coordinates"": [-0.3718857662375513, 39.49518384329318], ""type"": ""Point""}";39.49518384329318, -0.3718857662375513
258082;1;"{""coordinates"": [-0.3771467920410102, 39.4527815585379], ""type"": ""Point""}";39.4527815585379, -0.3771467920410102
258085;1;"{""coordinates"": [-0.37910961418248323, 39.45114995270695], ""type"": ""Point""}";39.45114995270695, -0.37910961418248323
258086;1;"{""coordinates"": [-0.3931880692671209, 39.4634584005457], ""type"": ""Point""}";39.4634584005457, -0.3931880692671209
258087;6;"{""coordinates"": [-0.4038126218891963, 39.49028651967272], ""type"": ""Point""}";39.49028651967272, -0.4038126218891963
258089;1;"{""coordinates"": [-0.36268270915637824, 39.47732176146039], ""type"": ""Point""}";39.47732176146039, -0.36268270915637824
258090;1;"{""coordinates"": [-0.39152199445371455, 39.472888801991125], ""type"": ""Point""}";39.472888801991125, -0.39152199445371455
258093;1;"{""coordinates"": [-0.34641189955800683, 39.4706338530964], ""type"": ""Point""}";39.4706338530964, -0.34641189955800683
258095;1;"{""coordinates"": [-0.3593001750489195, 39.48356298632222], ""type"": ""Point""}";39.48356298632222, -0.3593001750489195
258101;1;"{""coordinates"": [-0.3361116300983477, 39.46630921472061], ""type"": ""Point""}";39.46630921472061, -0.3361116300983477
258107;1;"{""coordinates"": [-0.39535515878146005, 39.47033593282634], ""type"": ""Point""}";39.47033593282634, -0.39535515878146005
258110;1;"{""coordinates"": [-0.35248558637146404, 39.46384655238035], ""type"": ""Point""}";39.46384655238035, -0.35248558637146404
258114;2;"{""coordinates"": [-0.3999192472575065, 39.497781884069575], ""type"": ""Point""}";39.497781884069575, -0.3999192472575065
258117;1;"{""coordinates"": [-0.3468630001756002, 39.477338438987026], ""type"": ""Point""}";39.477338438987026, -0.3468630001756002
258119;1;"{""coordinates"": [-0.36086002647206666, 39.487354012940074], ""type"": ""Point""}";39.487354012940074, -0.36086002647206666
258123;1;"{""coordinates"": [-0.35913484311214894, 39.48268612720159], ""type"": ""Point""}";39.48268612720159, -0.35913484311214894
258126;1;"{""coordinates"": [-0.3689609193913458, 39.48676815842792], ""type"": ""Point""}";39.48676815842792, -0.3689609193913458
258128;1;"{""coordinates"": [-0.40432950705510057, 39.47027229928742], ""type"": ""Point""}";39.47027229928742, -0.40432950705510057
258129;1;"{""coordinates"": [-0.3292055484490577, 39.48179415832126], ""type"": ""Point""}";39.48179415832126, -0.3292055484490577
258131;1;"{""coordinates"": [-0.3859234815736864, 39.452648423741586], ""type"": ""Point""}";39.452648423741586, -0.3859234815736864
258133;1;"{""coordinates"": [-0.39440402569438043, 39.494889087436725], ""type"": ""Point""}";39.494889087436725, -0.39440402569438043
258138;1;"{""coordinates"": [-0.37549040741814127, 39.496282130392885], ""type"": ""Point""}";39.496282130392885, -0.37549040741814127
258140;1;"{""coordinates"": [-0.3689296579391648, 39.49046807079875], ""type"": ""Point""}";39.49046807079875, -0.3689296579391648
